order_id,customer_id,store_id,order_date,order_status
5974,4997,223,2025-05-05,cancelled
5975,3267,207,2025-05-16,returned
5976,3332,152,2025-05-01,completed
5977,4975,313,2025-03-31,returned
5978,4293,438,2025-06-10,pending
5979,1596,148,2025-03-28,cancelled
5980,132,9,2025-04-16,cancelled
5981,1248,83,2025-06-12,cancelled
5982,1134,346,2025-05-09,returned
5983,2987,101,2025-03-30,returned
5984,1641,491,2025-06-06,pending
5985,1042,429,2025-04-20,completed
5986,4747,39,2025-04-05,cancelled
5987,1998,320,2025-05-05,completed
5988,3758,11,2025-04-08,cancelled
5989,2331,245,2025-04-10,pending
5990,3452,26,2025-06-11,completed
5991,2741,253,2025-06-06,completed
5992,677,465,2025-05-17,cancelled
5993,305,382,2025-05-04,completed
5994,360,36,2025-03-25,returned
5995,1241,215,2025-04-21,completed
5996,252,259,2025-06-16,completed
5997,1103,206,2025-04-17,cancelled
5998,4592,293,2025-04-23,pending
5999,2144,433,2025-04-14,returned
6000,2755,307,2025-05-22,returned
6001,4558,471,2025-04-26,pending
6002,1808,164,2025-03-24,cancelled
6003,4159,257,2025-04-25,pending
6004,2935,252,2025-05-28,completed
6005,4917,96,2025-05-23,completed
6006,2324,293,2025-05-18,returned
6007,3867,292,2025-05-09,completed
6008,2066,197,2025-06-07,pending
6009,4140,474,2025-05-06,returned
6010,3174,437,2025-04-11,cancelled
6011,1967,416,2025-03-26,pending
6012,188,449,2025-05-07,pending
6013,751,483,2025-06-06,returned
6014,1137,419,2025-04-14,returned
6015,3468,187,2025-06-21,pending
6016,4248,73,2025-06-04,cancelled
6017,3219,276,2025-05-04,cancelled
6018,2162,440,2025-04-07,pending
6019,4081,343,2025-06-02,pending
6020,2377,2,2025-04-12,completed
6021,282,353,2025-05-01,pending
6022,171,280,2025-06-09,returned
6023,407,45,2025-03-29,cancelled
6024,3089,405,2025-06-06,completed
6025,2619,45,2025-04-06,completed
6026,4584,393,2025-05-21,cancelled
6027,2293,107,2025-06-12,pending
6028,4060,450,2025-04-22,completed
6029,3283,489,2025-03-28,pending
6030,468,451,2025-05-04,pending
6031,1921,164,2025-04-25,returned
6032,1779,196,2025-04-22,pending
6033,106,46,2025-04-05,completed
6034,466,370,2025-04-30,completed
6035,4828,27,2025-06-06,pending
6036,541,284,2025-06-13,returned
6037,4269,59,2025-04-16,completed
6038,2538,438,2025-04-11,completed
6039,1422,270,2025-06-18,pending
6040,2752,358,2025-06-05,cancelled
6041,529,172,2025-04-23,pending
6042,415,319,2025-04-11,pending
6043,405,473,2025-06-18,cancelled
6044,1808,325,2025-05-05,returned
6045,3418,218,2025-04-10,completed
6046,1987,395,2025-04-20,returned
6047,3227,88,2025-04-26,completed
6048,4194,404,2025-04-10,completed
6049,1150,71,2025-05-22,returned
6050,4260,35,2025-06-04,cancelled
6051,4687,156,2025-05-15,returned
6052,2101,394,2025-04-19,returned
6053,31,447,2025-04-30,cancelled
6054,1805,38,2025-05-20,completed
6055,298,179,2025-06-06,pending
6056,2004,5,2025-05-27,returned
6057,4074,477,2025-05-17,pending
6058,4954,230,2025-05-18,cancelled
6059,1143,49,2025-05-04,completed
6060,2527,72,2025-05-05,returned
6061,4968,120,2025-06-11,returned
6062,3344,376,2025-05-26,cancelled
6063,236,388,2025-04-01,completed
6064,3323,416,2025-05-21,returned
6065,3500,246,2025-04-14,completed
6066,4171,254,2025-06-14,returned
6067,3262,446,2025-04-27,pending
6068,4349,278,2025-04-01,pending
6069,3352,475,2025-03-30,pending
6070,3543,279,2025-05-18,cancelled
6071,202,45,2025-04-01,returned
6072,1323,236,2025-04-11,returned
6073,1409,304,2025-04-26,pending
6074,1508,218,2025-04-20,returned
6075,3564,228,2025-03-28,completed
6076,4669,359,2025-05-20,pending
6077,3667,330,2025-05-31,returned
6078,702,487,2025-05-25,returned
6079,2662,87,2025-06-15,pending
6080,4509,470,2025-06-11,completed
6081,3800,150,2025-04-08,pending
6082,2605,290,2025-03-27,completed
6083,1111,166,2025-04-30,cancelled
6084,3905,246,2025-05-11,returned
6085,1248,223,2025-05-21,cancelled
6086,4942,429,2025-05-22,returned
6087,3115,152,2025-04-08,completed
6088,4498,430,2025-05-09,pending
6089,4564,190,2025-04-11,completed
6090,2598,16,2025-06-08,completed
6091,2384,64,2025-05-17,returned
6092,896,457,2025-05-18,returned
6093,2701,248,2025-05-11,pending
6094,4684,36,2025-05-16,pending
6095,4836,491,2025-06-15,cancelled
6096,3248,180,2025-04-20,completed
6097,4378,273,2025-06-10,returned
6098,658,332,2025-05-13,completed
6099,2527,270,2025-04-08,returned
6100,323,29,2025-04-22,cancelled
6101,358,3,2025-05-20,pending
6102,2146,139,2025-04-18,pending
6103,4284,486,2025-05-06,returned
6104,4598,428,2025-04-08,returned
6105,2864,328,2025-04-17,returned
6106,408,321,2025-05-03,pending
6107,137,397,2025-04-24,pending
6108,4831,101,2025-04-25,completed
6109,1012,53,2025-04-02,pending
6110,2785,325,2025-05-09,completed
6111,523,330,2025-06-01,returned
6112,296,253,2025-05-09,cancelled
6113,1401,293,2025-06-11,completed
6114,3290,339,2025-05-23,cancelled
6115,1223,93,2025-06-21,pending
6116,1861,436,2025-04-11,pending
6117,3343,310,2025-04-09,pending
6118,976,325,2025-05-07,completed
6119,3150,87,2025-05-01,completed
6120,112,401,2025-06-01,returned
6121,1603,11,2025-03-29,pending
6122,2144,403,2025-03-31,pending
6123,3154,334,2025-03-24,returned
6124,1138,133,2025-04-08,returned
6125,2978,123,2025-05-19,returned
6126,2362,13,2025-04-15,cancelled
6127,4054,453,2025-05-20,completed
6128,2270,157,2025-06-15,returned
6129,4896,189,2025-06-18,returned
6130,4064,131,2025-05-07,completed
6131,3117,278,2025-06-02,returned
6132,1707,186,2025-05-20,cancelled
6133,2074,482,2025-05-24,cancelled
6134,1793,131,2025-04-16,cancelled
6135,538,144,2025-03-30,returned
6136,3516,459,2025-04-18,returned
6137,2900,475,2025-05-09,pending
6138,2193,260,2025-06-06,pending
6139,2431,288,2025-04-23,pending
6140,2894,336,2025-05-23,returned
6141,1311,438,2025-05-31,returned
6142,4052,111,2025-05-30,returned
6143,3209,425,2025-05-03,cancelled
6144,4241,161,2025-05-13,pending
6145,1264,16,2025-05-10,returned
6146,3873,187,2025-05-19,returned
6147,38,474,2025-05-18,cancelled
6148,1997,82,2025-06-11,returned
6149,4998,288,2025-06-19,pending
6150,2063,154,2025-05-13,pending
6151,3528,306,2025-04-04,cancelled
6152,4388,17,2025-04-06,cancelled
6153,195,391,2025-06-10,cancelled
6154,2615,410,2025-04-12,completed
6155,2959,370,2025-05-19,completed
6156,4882,90,2025-04-10,cancelled
6157,3285,238,2025-04-23,pending
6158,68,27,2025-04-15,returned
6159,1615,144,2025-05-30,pending
6160,4944,389,2025-04-08,pending
6161,4647,24,2025-03-29,returned
6162,3661,117,2025-03-29,returned
6163,1163,433,2025-04-10,cancelled
6164,2209,326,2025-06-20,cancelled
6165,40,124,2025-06-03,completed
6166,520,216,2025-04-30,pending
6167,2745,287,2025-06-08,cancelled
6168,901,182,2025-06-16,completed
6169,1087,353,2025-05-01,completed
6170,2457,176,2025-05-10,completed
6171,1516,492,2025-05-14,completed
6172,2554,108,2025-05-13,cancelled
6173,1860,453,2025-05-27,completed
6174,1141,466,2025-06-20,returned
6175,4888,136,2025-06-19,pending
6176,1834,385,2025-04-16,returned
6177,2709,97,2025-04-02,completed
6178,824,58,2025-04-25,pending
6179,1958,337,2025-06-02,cancelled
6180,4720,15,2025-04-30,cancelled
6181,1367,206,2025-04-02,cancelled
6182,1513,454,2025-05-12,returned
6183,2165,77,2025-05-22,returned
6184,3116,464,2025-03-30,pending
6185,2818,57,2025-06-04,completed
6186,4290,187,2025-06-05,returned
6187,1831,271,2025-04-07,pending
6188,4539,367,2025-06-12,cancelled
6189,2856,150,2025-05-27,cancelled
6190,658,133,2025-04-11,returned
6191,336,409,2025-04-23,completed
6192,4790,119,2025-04-25,cancelled
6193,769,41,2025-04-09,returned
6194,2494,177,2025-06-09,cancelled
6195,2562,387,2025-04-30,pending
6196,3718,358,2025-05-09,completed
6197,3424,70,2025-04-05,returned
6198,1528,279,2025-04-06,completed
6199,3406,234,2025-04-24,pending
6200,2028,227,2025-04-16,cancelled
6201,3157,49,2025-04-16,pending
6202,712,342,2025-04-04,cancelled
6203,3897,192,2025-04-07,returned
6204,1367,390,2025-06-05,returned
6205,2109,453,2025-05-19,completed
6206,1424,386,2025-04-30,returned
6207,236,264,2025-06-21,cancelled
6208,4307,61,2025-04-04,returned
6209,3214,82,2025-04-19,completed
6210,4827,319,2025-04-21,completed
6211,3473,293,2025-06-13,pending
6212,687,309,2025-04-02,returned
6213,1971,11,2025-05-21,pending
6214,4897,173,2025-04-17,completed
6215,3571,382,2025-04-04,returned
6216,486,160,2025-05-18,cancelled
6217,267,365,2025-05-06,cancelled
6218,4835,277,2025-06-09,pending
6219,1025,469,2025-05-07,returned
6220,3611,117,2025-05-08,completed
6221,1420,488,2025-03-26,pending
6222,2298,401,2025-06-06,pending
6223,4351,471,2025-03-31,completed
6224,2528,258,2025-04-04,cancelled
6225,741,337,2025-04-24,cancelled
6226,1248,30,2025-05-17,pending
6227,3026,312,2025-04-11,pending
6228,3283,153,2025-05-01,cancelled
6229,379,440,2025-04-19,pending
6230,4530,90,2025-04-10,pending
6231,878,127,2025-04-08,cancelled
6232,1086,242,2025-05-24,cancelled
6233,3040,227,2025-04-10,returned
6234,3823,95,2025-04-24,completed
6235,903,368,2025-04-17,cancelled
6236,2399,303,2025-05-17,completed
6237,2337,322,2025-03-27,cancelled
6238,1590,459,2025-04-10,completed
6239,4271,436,2025-04-27,pending
6240,2451,128,2025-05-29,returned
6241,3052,116,2025-05-26,completed
6242,313,352,2025-03-31,pending
6243,4795,248,2025-06-10,returned
6244,973,348,2025-06-08,completed
6245,2628,9,2025-05-02,returned
6246,1205,350,2025-05-14,completed
6247,3832,310,2025-04-15,pending
6248,3194,463,2025-04-11,cancelled
6249,527,466,2025-05-12,returned
6250,1751,439,2025-04-24,pending
6251,4172,58,2025-04-23,returned
6252,1158,351,2025-04-05,completed
6253,439,375,2025-06-19,returned
6254,1873,420,2025-06-16,pending
6255,1284,51,2025-05-28,pending
6256,3253,291,2025-05-02,completed
6257,2640,227,2025-06-02,pending
6258,3773,223,2025-05-19,returned
6259,934,396,2025-03-24,completed
6260,2941,71,2025-04-09,returned
6261,3993,1,2025-04-12,returned
6262,2393,178,2025-05-01,completed
6263,3057,443,2025-03-25,pending
6264,463,131,2025-05-23,cancelled
6265,2604,27,2025-04-13,completed
6266,1455,4,2025-05-19,pending
6267,3091,381,2025-05-31,pending
6268,4592,254,2025-05-11,completed
6269,1746,382,2025-05-08,cancelled
6270,2837,451,2025-06-20,completed
6271,1394,305,2025-05-16,cancelled
6272,4121,205,2025-04-26,returned
6273,3249,25,2025-05-06,pending
6274,390,140,2025-05-13,completed
6275,4953,400,2025-05-07,pending
6276,2238,209,2025-05-14,returned
6277,2851,153,2025-04-28,completed
6278,4395,365,2025-05-14,pending
6279,1967,404,2025-05-13,returned
6280,4438,259,2025-05-23,completed
6281,366,39,2025-06-17,pending
6282,4502,341,2025-06-21,pending
6283,3657,89,2025-06-21,completed
6284,398,447,2025-04-04,cancelled
6285,821,125,2025-06-12,pending
6286,2301,193,2025-05-14,completed
6287,824,280,2025-05-13,cancelled
6288,1309,77,2025-06-05,completed
6289,808,121,2025-05-24,pending
6290,2963,408,2025-04-17,pending
6291,1424,17,2025-04-03,pending
6292,630,452,2025-04-14,returned
6293,4285,63,2025-05-22,returned
6294,1821,213,2025-05-16,completed
6295,1947,276,2025-05-22,completed
6296,3924,126,2025-03-27,returned
6297,4918,7,2025-04-19,returned
6298,4181,304,2025-04-25,cancelled
6299,3983,220,2025-04-03,returned
6300,1509,24,2025-06-08,completed
6301,190,182,2025-04-22,pending
6302,662,132,2025-05-31,completed
6303,413,495,2025-06-13,returned
6304,73,234,2025-06-12,completed
6305,3553,124,2025-06-14,cancelled
6306,4593,187,2025-04-11,completed
6307,4368,430,2025-04-11,cancelled
6308,854,93,2025-04-07,pending
6309,3759,4,2025-05-05,cancelled
6310,663,392,2025-04-04,completed
6311,4786,386,2025-06-01,completed
6312,2170,409,2025-05-16,cancelled
6313,2964,133,2025-04-29,cancelled
6314,3444,311,2025-06-18,returned
6315,1162,316,2025-05-08,returned
6316,2820,174,2025-06-04,returned
6317,942,308,2025-06-16,pending
6318,3716,220,2025-04-26,returned
6319,642,121,2025-05-11,returned
6320,3655,376,2025-05-30,completed
6321,4105,257,2025-04-12,returned
6322,1159,434,2025-04-01,returned
6323,1971,300,2025-04-07,cancelled
6324,3284,55,2025-03-30,pending
6325,3291,392,2025-05-27,returned
6326,3610,279,2025-05-25,pending
6327,207,191,2025-04-24,cancelled
6328,4051,107,2025-06-08,returned
6329,807,101,2025-03-31,returned
6330,2347,422,2025-05-26,completed
6331,1359,374,2025-04-15,pending
6332,1782,352,2025-05-04,cancelled
6333,3120,493,2025-06-02,completed
6334,2474,153,2025-06-16,returned
6335,3124,91,2025-05-29,returned
6336,3476,105,2025-05-24,pending
6337,7,152,2025-04-19,completed
6338,587,413,2025-04-11,returned
6339,3409,399,2025-03-25,completed
6340,2443,90,2025-04-24,completed
6341,3069,96,2025-05-07,cancelled
6342,4190,117,2025-05-22,completed
6343,4924,204,2025-06-15,returned
6344,1698,455,2025-05-24,returned
6345,2146,246,2025-06-21,completed
6346,2051,199,2025-06-01,cancelled
6347,3090,276,2025-05-04,returned
6348,4860,262,2025-05-14,returned
6349,179,111,2025-03-27,returned
6350,4516,287,2025-06-14,pending
6351,25,15,2025-05-12,cancelled
6352,4435,113,2025-05-15,returned
6353,4943,472,2025-04-22,pending
6354,3290,374,2025-04-27,pending
6355,646,392,2025-05-03,cancelled
6356,4724,500,2025-04-10,pending
6357,1188,400,2025-04-22,completed
6358,1374,248,2025-05-09,completed
6359,3141,169,2025-04-11,pending
6360,2296,33,2025-06-13,completed
6361,2165,26,2025-04-09,returned
6362,1190,297,2025-04-16,completed
6363,672,279,2025-04-17,returned
6364,1396,66,2025-04-23,pending
6365,2301,246,2025-05-29,completed
6366,4249,99,2025-04-08,completed
6367,717,275,2025-05-26,completed
6368,3657,357,2025-06-18,returned
6369,438,435,2025-05-12,returned
6370,2742,347,2025-03-28,returned
6371,4308,314,2025-04-05,cancelled
6372,4724,245,2025-06-19,cancelled
6373,4765,315,2025-03-24,returned
6374,4918,30,2025-05-19,cancelled
6375,1321,477,2025-05-09,pending
6376,873,252,2025-05-12,completed
6377,905,143,2025-05-24,returned
6378,2751,214,2025-03-28,cancelled
6379,4234,378,2025-05-14,completed
6380,4530,318,2025-06-10,completed
6381,78,222,2025-05-28,completed
6382,4035,109,2025-06-06,cancelled
6383,3330,442,2025-05-15,pending
6384,776,209,2025-04-21,pending
6385,772,87,2025-06-03,returned
6386,3003,427,2025-04-20,cancelled
6387,3676,419,2025-04-02,pending
6388,3395,53,2025-03-24,returned
6389,4889,157,2025-06-02,returned
6390,1786,250,2025-05-13,completed
6391,727,294,2025-03-25,pending
6392,4306,437,2025-03-31,completed
6393,3211,272,2025-04-14,pending
6394,388,59,2025-04-16,pending
6395,107,256,2025-05-19,completed
6396,3490,253,2025-05-27,cancelled
6397,1545,408,2025-06-19,pending
6398,942,200,2025-05-24,pending
6399,1594,216,2025-06-13,completed
6400,1984,40,2025-06-02,returned
6401,4317,169,2025-04-15,cancelled
6402,4739,19,2025-06-12,completed
6403,2544,353,2025-04-08,completed
6404,1988,244,2025-04-30,pending
6405,4927,183,2025-05-03,cancelled
6406,3044,265,2025-04-21,cancelled
6407,4125,116,2025-04-17,cancelled
6408,3450,463,2025-04-12,pending
6409,4897,470,2025-05-14,completed
6410,1255,247,2025-06-09,cancelled
6411,1785,310,2025-04-18,pending
6412,1192,467,2025-04-12,cancelled
6413,2802,55,2025-06-15,returned
6414,2231,36,2025-04-28,pending
6415,2644,286,2025-06-08,completed
6416,2082,427,2025-04-04,returned
6417,3449,460,2025-03-26,pending
6418,871,420,2025-06-17,pending
6419,1540,208,2025-05-03,completed
6420,996,357,2025-05-26,returned
6421,1911,293,2025-04-17,cancelled
6422,2933,133,2025-04-26,completed
6423,1704,371,2025-04-14,cancelled
6424,2608,120,2025-05-14,completed
6425,2572,200,2025-05-26,pending
6426,432,309,2025-05-28,pending
6427,72,459,2025-06-08,returned
6428,4898,205,2025-05-10,cancelled
6429,378,334,2025-04-23,returned
6430,2506,186,2025-05-19,returned
6431,1111,323,2025-05-03,cancelled
6432,264,288,2025-06-05,pending
6433,882,236,2025-06-21,returned
6434,1542,169,2025-05-08,completed
6435,3429,206,2025-04-08,completed
6436,546,450,2025-05-14,pending
6437,1768,494,2025-05-12,returned
6438,1574,479,2025-05-12,returned
6439,3710,15,2025-04-07,returned
6440,1115,62,2025-04-20,returned
6441,1855,362,2025-06-20,cancelled
6442,92,362,2025-04-27,pending
6443,2504,68,2025-04-04,pending
6444,1399,377,2025-04-16,cancelled
6445,771,353,2025-04-07,pending
6446,503,211,2025-06-01,pending
6447,1515,376,2025-03-27,pending
6448,3555,161,2025-06-04,cancelled
6449,119,49,2025-03-24,completed
6450,2540,149,2025-03-24,cancelled
6451,1378,152,2025-05-31,cancelled
6452,1273,343,2025-05-05,completed
6453,1289,355,2025-05-26,cancelled
6454,2005,414,2025-05-17,cancelled
6455,60,358,2025-05-23,cancelled
6456,3599,211,2025-04-25,cancelled
6457,745,61,2025-06-14,returned
6458,534,173,2025-06-06,returned
6459,2245,5,2025-05-24,cancelled
6460,845,159,2025-05-19,returned
6461,2880,99,2025-03-30,completed
6462,1578,240,2025-04-23,completed
6463,2621,160,2025-04-12,pending
6464,2459,430,2025-04-03,cancelled
6465,765,351,2025-03-28,completed
6466,4167,466,2025-05-23,pending
6467,3159,441,2025-04-24,completed
6468,579,14,2025-04-11,pending
6469,2608,197,2025-05-07,cancelled
6470,2189,93,2025-05-05,pending
6471,289,325,2025-05-10,pending
6472,1982,246,2025-03-28,returned
6473,3127,222,2025-06-12,returned
6474,4915,89,2025-04-14,pending
6475,4669,178,2025-05-31,pending
6476,1899,276,2025-06-14,returned
6477,765,292,2025-05-12,cancelled
6478,761,428,2025-04-09,completed
6479,4439,401,2025-04-26,pending
6480,4988,347,2025-05-05,completed
6481,1889,402,2025-05-07,cancelled
6482,1039,144,2025-03-27,pending
6483,2409,2,2025-04-03,returned
6484,3479,345,2025-04-13,pending
6485,4198,382,2025-04-13,pending
6486,2214,210,2025-03-24,pending
6487,1652,413,2025-06-15,cancelled
6488,4239,276,2025-04-09,pending
6489,1951,132,2025-06-17,pending
6490,3872,190,2025-05-14,completed
6491,4316,196,2025-06-04,returned
6492,2085,375,2025-04-17,completed
6493,4160,223,2025-05-31,cancelled
6494,2360,90,2025-06-14,cancelled
6495,2041,373,2025-03-30,pending
6496,3144,484,2025-06-15,pending
6497,4543,169,2025-04-14,cancelled
6498,171,231,2025-06-15,cancelled
6499,1673,175,2025-04-25,completed
6500,4732,442,2025-05-16,cancelled
6501,1337,499,2025-05-08,cancelled
6502,4988,140,2025-05-17,returned
6503,68,128,2025-06-20,returned
6504,4957,448,2025-05-30,returned
6505,2322,168,2025-05-25,pending
6506,2644,308,2025-04-07,completed
6507,3853,208,2025-04-30,cancelled
6508,368,133,2025-05-01,returned
6509,1021,411,2025-03-31,pending
6510,38,20,2025-04-20,cancelled
6511,2245,70,2025-04-12,returned
6512,1739,479,2025-05-16,cancelled
6513,2334,379,2025-06-07,returned
6514,3091,265,2025-03-26,returned
6515,3521,231,2025-04-11,cancelled
6516,3744,9,2025-06-18,returned
6517,873,235,2025-06-16,completed
6518,3550,300,2025-05-25,completed
6519,697,434,2025-04-03,cancelled
6520,3608,465,2025-03-30,completed
6521,662,14,2025-06-05,pending
6522,4290,134,2025-05-20,returned
6523,841,173,2025-04-10,returned
6524,3936,425,2025-06-05,cancelled
6525,3432,222,2025-04-27,cancelled
6526,1,335,2025-05-07,cancelled
6527,628,278,2025-04-11,returned
6528,164,352,2025-04-20,completed
6529,3149,252,2025-06-11,cancelled
6530,2137,289,2025-05-26,pending
6531,1675,146,2025-04-22,pending
6532,3015,313,2025-05-30,returned
6533,4715,265,2025-04-20,cancelled
6534,153,453,2025-04-08,cancelled
6535,2656,389,2025-05-09,completed
6536,2746,401,2025-05-20,returned
6537,3347,439,2025-04-12,pending
6538,3969,176,2025-06-11,cancelled
6539,374,70,2025-05-24,cancelled
6540,1458,408,2025-06-06,returned
6541,591,242,2025-05-09,pending
6542,2713,411,2025-04-21,returned
6543,1019,154,2025-04-09,completed
6544,1066,170,2025-05-27,completed
6545,1972,276,2025-05-03,cancelled
6546,4019,220,2025-05-18,pending
6547,3084,448,2025-04-12,cancelled
6548,4213,405,2025-04-16,completed
6549,3370,390,2025-06-08,pending
6550,4238,332,2025-04-24,cancelled
6551,4694,126,2025-05-02,returned
6552,4582,445,2025-04-21,completed
6553,3157,101,2025-04-14,cancelled
6554,4196,180,2025-05-20,pending
6555,156,369,2025-04-24,completed
6556,179,395,2025-04-03,completed
6557,1158,225,2025-05-17,returned
6558,4925,171,2025-03-24,completed
6559,1708,1,2025-05-24,cancelled
6560,4127,441,2025-04-19,cancelled
6561,1208,465,2025-06-17,returned
6562,3766,180,2025-04-18,returned
6563,3890,25,2025-04-05,pending
6564,3173,168,2025-06-15,returned
6565,1202,27,2025-06-17,pending
6566,3461,111,2025-05-29,cancelled
6567,2491,349,2025-03-30,cancelled
6568,1731,322,2025-04-18,cancelled
6569,3302,261,2025-04-07,returned
6570,2004,120,2025-04-16,completed
6571,4401,37,2025-05-04,pending
6572,1608,114,2025-04-11,cancelled
6573,3603,348,2025-06-11,returned
6574,728,245,2025-05-03,completed
6575,3675,452,2025-04-23,pending
6576,1017,454,2025-04-02,returned
6577,2470,144,2025-04-10,cancelled
6578,3777,237,2025-05-07,returned
6579,1418,346,2025-03-25,returned
6580,1114,199,2025-04-10,pending
6581,3215,228,2025-04-17,cancelled
6582,338,261,2025-04-03,returned
6583,4063,136,2025-04-02,returned
6584,3067,314,2025-03-25,cancelled
6585,2350,333,2025-04-24,pending
6586,2337,430,2025-04-27,cancelled
6587,1134,301,2025-05-17,cancelled
6588,1559,229,2025-04-28,returned
6589,2079,450,2025-06-05,completed
6590,1967,244,2025-04-30,returned
6591,3816,215,2025-04-19,returned
6592,2306,13,2025-05-04,cancelled
6593,1232,12,2025-04-06,returned
6594,3451,240,2025-03-30,cancelled
6595,660,158,2025-06-14,returned
6596,2874,103,2025-04-29,cancelled
6597,724,39,2025-06-17,cancelled
6598,3860,393,2025-05-24,pending
6599,1704,31,2025-06-16,completed
6600,265,330,2025-04-11,completed
6601,4678,436,2025-05-06,cancelled
6602,275,408,2025-05-08,returned
6603,3053,204,2025-06-16,cancelled
6604,4148,77,2025-05-06,pending
6605,2380,370,2025-06-18,cancelled
6606,2814,126,2025-05-06,cancelled
6607,3463,188,2025-04-20,pending
6608,2802,489,2025-05-06,pending
6609,1641,443,2025-06-08,pending
6610,3372,221,2025-04-09,completed
6611,111,442,2025-05-16,completed
6612,2132,239,2025-04-29,completed
6613,4675,378,2025-04-10,completed
6614,575,31,2025-06-12,pending
6615,2521,300,2025-04-01,cancelled
6616,3453,40,2025-04-13,completed
6617,4916,353,2025-04-12,returned
6618,2576,42,2025-05-06,completed
6619,4487,53,2025-06-01,cancelled
6620,4116,111,2025-05-29,returned
6621,2267,206,2025-06-16,returned
6622,627,160,2025-05-12,cancelled
6623,3854,230,2025-04-05,returned
6624,762,262,2025-04-01,returned
6625,4188,250,2025-05-03,completed
6626,2300,369,2025-04-08,returned
6627,4781,211,2025-06-17,returned
6628,3141,281,2025-05-22,pending
6629,130,380,2025-05-06,cancelled
6630,1091,189,2025-05-17,returned
6631,2811,308,2025-04-27,cancelled
6632,138,270,2025-04-19,completed
6633,2263,368,2025-05-17,pending
6634,1907,355,2025-05-19,pending
6635,30,374,2025-06-09,pending
6636,4705,361,2025-04-24,pending
6637,4067,217,2025-04-20,cancelled
6638,143,162,2025-05-04,cancelled
6639,3942,349,2025-05-01,pending
6640,4383,217,2025-04-04,pending
6641,1275,35,2025-04-30,cancelled
6642,449,182,2025-03-27,completed
6643,1772,449,2025-04-11,completed
6644,4358,199,2025-04-18,returned
6645,265,158,2025-06-17,returned
6646,2520,231,2025-06-19,pending
6647,1747,283,2025-04-06,completed
6648,2076,233,2025-03-26,cancelled
6649,1374,134,2025-04-30,returned
6650,2452,443,2025-06-11,cancelled
6651,1051,2,2025-06-07,pending
6652,2682,311,2025-06-19,cancelled
6653,2311,53,2025-05-04,completed
6654,1364,470,2025-04-21,pending
6655,4134,247,2025-04-29,pending
6656,2928,43,2025-04-20,returned
6657,3389,159,2025-03-31,returned
6658,3925,155,2025-03-24,completed
6659,1670,47,2025-06-14,pending
6660,3003,40,2025-04-27,pending
6661,71,73,2025-05-23,cancelled
6662,4212,192,2025-04-26,pending
6663,2192,462,2025-04-08,returned
6664,2608,274,2025-06-11,completed
6665,2862,108,2025-04-07,cancelled
6666,1375,356,2025-04-23,completed
6667,4006,282,2025-06-17,cancelled
6668,2816,449,2025-05-10,completed
6669,4730,268,2025-03-28,cancelled
6670,623,470,2025-05-12,pending
6671,4539,193,2025-04-23,cancelled
6672,2958,414,2025-06-11,completed
6673,3087,236,2025-05-01,cancelled
6674,1457,111,2025-03-25,pending
6675,796,301,2025-03-28,pending
6676,2549,273,2025-05-26,completed
6677,4488,457,2025-06-01,completed
6678,455,101,2025-04-18,completed
6679,2116,444,2025-05-30,returned
6680,1549,133,2025-05-06,pending
6681,4971,419,2025-06-07,pending
6682,2554,469,2025-05-28,pending
6683,843,353,2025-05-31,cancelled
6684,4705,238,2025-03-30,pending
6685,427,431,2025-04-09,completed
6686,1421,33,2025-04-05,cancelled
6687,1268,242,2025-04-12,pending
6688,2419,47,2025-06-06,completed
6689,2423,371,2025-05-21,returned
6690,722,101,2025-06-13,pending
6691,687,171,2025-06-10,cancelled
6692,2970,101,2025-05-19,completed
6693,515,165,2025-06-18,pending
6694,320,98,2025-05-20,completed
6695,2518,152,2025-06-06,completed
6696,3685,226,2025-05-26,completed
6697,818,458,2025-06-05,completed
6698,3337,185,2025-05-25,cancelled
6699,2563,164,2025-04-05,returned
6700,3333,380,2025-05-19,returned
6701,1945,384,2025-06-20,cancelled
6702,2667,454,2025-03-27,cancelled
6703,981,401,2025-04-06,pending
6704,4896,303,2025-04-10,completed
6705,1159,209,2025-06-03,cancelled
6706,2796,79,2025-04-14,completed
6707,3416,158,2025-05-29,completed
6708,844,12,2025-04-06,returned
6709,858,470,2025-04-13,returned
6710,3118,354,2025-05-11,completed
6711,142,31,2025-05-23,pending
6712,1312,341,2025-03-30,cancelled
6713,1098,410,2025-05-25,completed
6714,3314,275,2025-06-18,pending
6715,3420,423,2025-05-19,pending
6716,1245,352,2025-06-21,completed
6717,4090,183,2025-05-15,returned
6718,1397,333,2025-05-31,returned
6719,4657,399,2025-05-05,returned
6720,1197,16,2025-06-03,pending
6721,2220,255,2025-05-11,completed
6722,32,6,2025-05-22,cancelled
6723,4659,118,2025-05-17,pending
6724,2882,253,2025-05-02,pending
6725,1087,283,2025-06-21,returned
6726,403,361,2025-04-28,pending
6727,1294,75,2025-05-02,completed
6728,382,492,2025-05-11,returned
6729,2190,287,2025-04-07,cancelled
6730,4042,377,2025-04-28,pending
6731,2082,413,2025-05-20,pending
6732,4559,238,2025-05-27,completed
6733,1186,313,2025-04-09,cancelled
6734,724,152,2025-05-16,cancelled
6735,1526,462,2025-04-27,completed
6736,2714,347,2025-06-10,completed
6737,1208,468,2025-06-08,returned
6738,131,413,2025-04-29,returned
