order_item_id,order_id,product_id,qty,unit_price,line_total
18122,4048,874,2,98.33,196.66
18123,16044,1256,2,621.74,2486.96
18124,15379,849,4,82.83,248.49
18125,14805,779,3,143.94,143.94
18126,8338,1301,3,496.46,2482.3
18127,4902,1046,4,37.67,37.67
18128,16750,1121,4,1055.01,1055.01
18129,18707,1093,1,464.22,464.22
18130,6486,1342,2,38.58,38.58
18131,16003,444,4,116.65,116.65
18132,5547,1394,5,147.28,294.56
18133,18806,1128,5,1039.07,2078.14
18134,7593,1086,3,689.32,1378.64
18135,4160,1104,5,273.1,1365.5
18136,17247,769,4,145.68,291.36
18137,8335,547,3,1026.38,2052.76
18138,4535,1406,2,102.22,306.66
18139,8722,721,4,166.33,665.32
18140,11469,590,1,37.0,148.0
18141,15927,1180,1,1555.55,7777.75
18142,14484,214,2,138.11,138.11
18143,2619,1087,1,43.24,129.72
18144,2702,552,2,111.02,222.04
18145,15714,1153,5,101.61,508.05
18146,16943,146,5,762.63,3813.15
18147,12405,31,2,23.83,47.66
18148,17059,1396,5,1519.63,7598.15
18149,18570,1157,3,1980.96,3961.92
18150,7781,1037,1,62.9,62.9
18151,14391,402,4,263.31,263.31
18152,17271,41,3,849.65,1699.3
18153,6037,1265,5,140.66,562.64
18154,700,439,4,119.41,238.82
18155,6875,524,3,1098.09,2196.18
18156,892,451,2,502.21,502.21
18157,17478,657,4,116.88,116.88
18158,9034,797,3,109.6,109.6
18159,13701,1047,2,119.03,476.12
18160,18770,730,4,156.08,312.16
18161,2561,1058,3,118.84,118.84
18162,7311,421,3,708.75,2126.25
18163,1000,165,4,104.2,312.6
18164,13652,1097,4,136.48,272.96
18165,11808,555,2,87.31,174.62
18166,4573,271,2,144.3,144.3
18167,5288,457,1,63.7,127.4
18168,12167,960,2,456.55,1369.65
18169,1985,167,1,757.82,1515.64
18170,134,1162,3,130.43,391.29
18171,14964,698,3,448.55,1345.65
18172,5202,963,5,108.7,543.5
18173,3195,1008,2,37.22,186.1
18174,16113,715,1,281.25,281.25
18175,6358,1384,3,455.04,910.08
18176,16340,186,3,217.61,217.61
18177,7931,1449,4,1220.71,4882.84
18178,19426,24,3,317.92,1271.68
18179,9257,1224,3,36.01,180.05
18180,19125,1483,4,73.5,73.5
18181,2562,925,1,95.02,285.06
18182,10677,353,2,179.44,358.88
18183,10774,422,4,131.56,131.56
18184,14562,476,1,130.3,521.2
18185,13493,1310,2,150.26,751.3
18186,17167,56,5,1813.22,5439.66
18187,16311,250,3,22.02,88.08
18188,5662,394,4,224.24,448.48
18189,19268,184,4,151.88,607.52
18190,1321,1358,4,115.6,462.4
18191,1947,1087,1,41.82,125.46
18192,5401,45,3,330.11,990.33
18193,18772,363,4,294.75,1473.75
18194,5013,653,3,19.46,38.92
18195,2322,6,3,124.09,496.36
18196,7922,785,1,243.32,486.64
18197,16784,522,4,257.98,773.94
18198,9691,684,5,283.71,283.71
18199,6566,742,3,205.18,205.18
18200,8327,390,1,102.17,102.17
18201,17111,1199,2,2150.86,4301.72
18202,9847,654,1,176.52,176.52
18203,11195,1477,1,84.29,252.87
18204,5690,791,4,78.86,236.58
18205,2573,338,1,298.32,298.32
18206,17868,56,2,1417.96,5671.84
18207,16847,1055,1,175.81,175.81
18208,9386,512,4,57.44,287.2
18209,11709,586,1,169.71,848.55
18210,13185,431,4,188.58,565.74
18211,8723,1256,2,625.01,625.01
18212,8588,1364,2,38.11,38.11
18213,10953,1343,4,162.47,324.94
18214,13635,958,3,294.41,294.41
18215,14071,1029,1,108.36,108.36
18216,16094,276,5,107.8,107.8
18217,16559,1170,1,41.26,41.26
18218,6016,726,2,82.13,328.52
18219,19480,721,4,180.55,541.65
18220,4255,1455,3,80.05,400.25
18221,10740,1237,2,449.24,898.48
18222,8018,1118,4,866.35,3465.4
18223,13257,219,4,82.1,246.3
18224,9024,955,5,109.07,545.35
18225,13677,448,1,248.1,992.4
18226,5621,383,4,30.08,120.32
18227,17373,489,1,81.16,405.8
18228,4575,822,3,217.46,217.46
18229,19606,1108,1,113.33,339.99
18230,14837,1281,5,89.42,89.42
18231,3575,1274,1,116.68,350.04
18232,750,408,2,169.42,508.26
18233,6566,866,1,114.5,343.5
18234,15864,618,2,110.85,332.55
18235,4221,1442,4,169.33,507.99
18236,15556,106,4,1096.23,2192.46
18237,15462,1115,4,195.18,390.36
18238,10304,1212,2,459.5,2297.5
18239,5628,1041,1,75.48,377.4
18240,6749,818,3,26.63,53.26
18241,544,740,2,146.2,292.4
18242,2954,1006,3,64.63,64.63
18243,3732,107,2,74.09,222.27
18244,478,1326,1,60.95,182.85
18245,9841,89,4,1686.55,8432.75
18246,11735,864,4,220.69,220.69
18247,18365,506,5,50.9,152.7
18248,11382,270,1,161.53,323.06
18249,9789,1146,4,1244.92,3734.76
18250,4193,12,2,20.84,20.84
18251,12672,1149,3,194.21,388.42
18252,87,132,4,164.51,164.51
18253,7287,56,4,1670.44,3340.88
18254,3019,701,5,90.24,90.24
18255,10624,1248,2,47.52,142.56
18256,16364,289,3,156.56,626.24
18257,4106,517,3,24.6,98.4
18258,16667,776,4,159.45,797.25
18259,4542,744,2,56.84,284.2
18260,14943,1091,4,208.66,1043.3
18261,11613,514,2,29.56,59.12
18262,11217,176,2,54.48,163.44
18263,1677,349,5,63.34,63.34
18264,11072,1149,1,155.46,155.46
18265,4595,292,4,132.9,265.8
18266,17559,671,2,104.26,521.3
18267,8358,775,2,128.11,256.22
18268,16172,323,4,1407.89,4223.67
18269,5999,972,3,202.93,608.79
18270,12493,1153,1,89.68,358.72
18271,14085,989,2,38.13,114.39
18272,12135,648,4,133.89,535.56
18273,11072,876,3,158.57,158.57
18274,14661,1147,3,445.85,891.7
18275,7844,544,3,43.73,43.73
18276,12257,95,2,129.85,389.55
18277,8641,863,3,97.12,485.6
18278,1036,931,3,391.56,391.56
18279,17827,1229,3,275.3,825.9
18280,5244,439,2,85.14,340.56
18281,8730,886,3,314.6,1258.4
18282,19420,983,3,139.73,139.73
18283,10773,673,4,168.25,841.25
18284,3347,239,3,91.28,365.12
18285,10741,1050,1,156.7,313.4
18286,11497,855,5,185.02,740.08
18287,13916,1358,5,122.21,488.84
18288,16226,1492,3,101.1,303.3
18289,14260,1469,3,460.41,920.82
18290,16461,1248,5,51.99,259.95
18291,17087,36,3,17.76,35.52
18292,725,1021,1,546.2,1092.4
18293,13623,667,4,431.61,863.22
18294,5651,1019,5,79.72,79.72
18295,6404,166,4,17.73,17.73
18296,31,618,3,117.23,468.92
18297,11946,620,4,96.87,484.35
18298,16962,1191,1,170.49,681.96
18299,3396,1496,4,113.77,568.85
18300,3231,650,3,168.74,168.74
18301,3089,1431,4,1659.9,1659.9
18302,11708,515,3,80.06,400.3
18303,15707,1340,2,1748.61,6994.44
18304,11477,1305,2,1226.34,3679.02
18305,6660,1399,5,99.19,99.19
18306,14847,803,2,189.38,946.9
18307,2513,518,3,19.14,19.14
18308,11321,1411,5,40.69,81.38
18309,12572,1411,2,46.89,187.56
18310,4106,538,3,68.07,272.28
18311,13622,133,5,332.73,998.19
18312,11458,981,3,53.97,107.94
18313,8926,1184,5,22.57,22.57
18314,4505,331,2,99.55,199.1
18315,13497,1052,2,74.99,74.99
18316,9321,1280,4,897.21,3588.84
18317,8519,472,2,171.85,171.85
18318,8016,637,1,94.13,188.26
18319,6943,600,1,1485.55,7427.75
18320,14698,372,1,780.98,3904.9
18321,6192,506,5,60.62,181.86
18322,19796,993,2,130.72,653.6
18323,6745,911,2,225.76,451.52
18324,14040,284,3,142.2,568.8
18325,10336,71,1,67.55,135.1
18326,10867,1435,4,103.16,412.64
18327,3224,948,1,120.24,240.48
18328,19401,268,4,64.77,194.31
18329,13530,192,2,1727.5,5182.5
18330,1673,722,2,180.99,361.98
18331,15208,884,2,156.88,156.88
18332,2931,678,1,93.73,281.19
18333,14998,269,4,68.67,343.35
18334,173,1314,1,22.82,45.64
18335,4976,900,1,66.43,332.15
18336,12699,13,5,99.42,198.84
18337,10464,1207,3,129.99,129.99
18338,7594,957,3,103.42,413.68
18339,20000,1031,2,64.46,193.38
18340,3305,70,2,27.63,110.52
18341,19914,1341,5,192.18,576.54
18342,10929,474,1,107.14,214.28
18343,7858,12,1,14.71,14.71
18344,19272,1304,4,139.48,139.48
18345,12531,105,2,1122.38,3367.14
18346,4717,1007,5,153.25,613.0
18347,7289,252,1,133.81,535.24
18348,16918,1230,4,219.59,878.36
18349,564,1135,5,69.01,69.01
18350,3119,918,1,72.56,217.68
18351,15264,907,4,181.68,726.72
18352,13953,115,1,82.45,247.35
18353,6169,710,5,56.69,56.69
18354,11224,777,2,145.8,729.0
18355,14787,245,3,238.5,238.5
18356,4147,120,4,170.64,682.56
18357,10165,389,3,523.49,1046.98
18358,13754,170,5,202.88,1014.4
18359,514,724,5,1755.16,3510.32
18360,1714,1427,1,260.16,1300.8
18361,10793,1427,1,213.85,855.4
18362,16083,311,5,215.6,431.2
18363,12914,1252,4,153.0,306.0
18364,4411,1162,5,160.21,480.63
18365,18612,238,4,170.29,851.45
18366,6182,1427,5,213.42,640.26
18367,18158,1,4,246.16,738.48
18368,10443,285,2,184.32,737.28
18369,15510,844,3,167.44,167.44
18370,8005,1094,1,73.7,221.1
18371,8949,1037,2,69.53,69.53
18372,18359,747,4,38.23,152.92
18373,4335,967,3,171.58,857.9
18374,2959,1153,1,104.17,208.34
18375,19329,406,4,292.88,585.76
18376,12171,494,1,77.67,388.35
18377,15506,1490,2,101.82,305.46
18378,13024,799,5,796.1,1592.2
18379,2051,848,4,9.0,45.0
18380,15351,269,3,87.22,261.66
18381,18043,240,4,88.49,442.45
18382,6656,868,2,213.85,855.4
18383,10955,652,4,108.33,433.32
18384,19208,822,2,234.58,469.16
18385,4012,1353,4,176.82,530.46
18386,13851,1082,1,195.86,195.86
18387,12182,1217,5,250.88,1254.4
18388,9266,1010,5,172.25,344.5
18389,8593,224,2,430.69,1722.76
18390,3594,1380,3,436.86,873.72
18391,3886,478,2,182.11,182.11
18392,13090,20,5,165.61,828.05
18393,16309,855,1,156.63,783.15
18394,5601,1179,2,112.46,112.46
18395,1274,1313,1,50.22,50.22
18396,2982,239,1,104.27,521.35
18397,1271,379,5,27.37,27.37
18398,4330,795,5,33.82,135.28
18399,14962,22,3,519.84,519.84
18400,5491,868,2,227.38,1136.9
18401,8326,576,1,72.99,291.96
18402,13199,123,1,74.41,372.05
18403,11842,824,3,191.38,765.52
18404,18517,1139,4,192.93,771.72
18405,14878,1207,4,92.84,185.68
18406,19969,1322,2,337.59,1350.36
18407,4029,899,5,19.49,77.96
18408,9730,347,4,110.28,330.84
18409,19708,1278,4,319.18,1595.9
18410,12610,55,3,163.6,163.6
18411,7210,801,1,183.9,183.9
18412,10635,1479,4,159.77,319.54
18413,11487,1073,3,71.23,284.92
18414,5725,1269,1,145.87,729.35
18415,9848,854,1,211.32,1056.6
18416,3908,898,2,55.8,167.4
18417,7469,262,2,46.51,186.04
18418,18449,427,3,380.93,761.86
18419,12545,354,2,124.77,623.85
18420,17480,957,2,115.82,463.28
18421,9953,586,2,203.72,611.16
18422,3171,906,3,103.1,309.3
18423,11419,339,5,343.74,343.74
18424,3866,873,5,207.1,621.3
18425,19536,633,2,109.8,109.8
18426,5140,846,3,81.18,405.9
18427,17332,558,3,504.96,2019.84
18428,17893,1415,5,134.24,268.48
18429,17170,237,2,99.45,497.25
18430,16672,1373,2,46.57,46.57
18431,6916,110,2,185.88,371.76
18432,7866,624,4,226.05,226.05
18433,8226,1163,1,201.63,806.52
18434,237,47,2,219.1,438.2
18435,3004,674,1,125.43,501.72
18436,13927,475,3,11.57,11.57
18437,4474,1415,2,140.26,140.26
18438,3821,110,4,167.12,334.24
18439,4519,82,5,397.44,794.88
18440,9923,841,5,150.66,150.66
18441,5470,898,4,58.79,176.37
18442,8991,1175,2,321.93,1609.65
18443,8140,365,3,535.56,1071.12
18444,2150,497,1,45.68,228.4
18445,8276,1106,5,44.81,134.43
18446,6875,1002,4,1022.27,2044.54
18447,15717,613,1,120.53,602.65
18448,5645,649,5,107.35,536.75
18449,18193,927,4,217.41,434.82
18450,10390,1182,3,179.05,358.1
18451,6239,773,2,17.97,53.91
18452,3740,466,2,208.38,1041.9
18453,11251,38,3,103.63,414.52
18454,11065,121,2,572.57,572.57
18455,399,184,5,130.2,651.0
18456,8186,745,1,1136.58,3409.74
18457,10543,1102,5,79.92,239.76
18458,14280,1262,1,11.12,55.6
18459,16963,426,2,185.83,185.83
18460,19210,448,4,285.66,1142.64
18461,11088,1427,2,196.52,196.52
18462,6033,863,1,118.15,590.75
18463,10507,230,3,47.89,239.45
18464,5121,1090,5,79.02,395.1
18465,10835,915,3,319.53,958.59
18466,13379,484,5,100.46,200.92
18467,16343,811,4,154.47,772.35
18468,12204,340,1,180.68,722.72
18469,17438,1043,4,152.27,304.54
18470,8195,1376,5,135.77,135.77
18471,3477,1398,3,226.85,1134.25
18472,3903,963,3,141.57,283.14
18473,5616,1147,2,523.52,1047.04
18474,18427,1119,5,96.26,481.3
18475,3090,380,1,471.22,471.22
18476,6516,302,4,155.14,155.14
18477,15313,1239,5,984.49,4922.45
18478,1500,213,1,1500.18,1500.18
18479,419,372,1,851.18,3404.72
18480,1211,255,2,139.44,278.88
18481,100,1149,2,193.96,387.92
18482,1737,163,1,145.08,290.16
18483,2213,1354,4,191.38,956.9
18484,17016,767,3,1550.52,3101.04
18485,681,1287,3,32.25,96.75
18486,17655,1028,3,736.0,736.0
18487,16468,1291,1,59.8,239.2
18488,16611,1148,4,56.37,169.11
18489,3160,1291,3,48.03,240.15
18490,16944,1307,5,297.57,1190.28
18491,2212,1323,2,125.63,502.52
18492,18751,350,5,2186.85,8747.4
18493,8791,970,1,391.55,391.55
18494,7966,3,4,147.21,441.63
18495,11111,119,4,121.6,486.4
18496,10234,1364,3,50.22,100.44
18497,15436,165,1,111.6,111.6
18498,17617,1394,1,146.3,438.9
18499,13401,756,4,113.99,227.98
18500,19351,1426,3,1523.65,3047.3
18501,10942,1153,4,88.74,443.7
18502,11823,1494,3,1009.23,1009.23
18503,19839,602,5,58.54,234.16
18504,8795,733,4,157.47,314.94
18505,1736,192,2,1600.53,1600.53
18506,8943,681,4,193.21,386.42
18507,19063,764,2,32.37,32.37
18508,8095,395,5,18.81,75.24
18509,7755,692,2,238.43,715.29
18510,8089,1444,4,96.96,193.92
18511,18666,865,5,165.7,662.8
18512,8657,770,5,65.5,131.0
18513,5931,500,3,1376.35,6881.75
18514,2620,1464,1,103.65,518.25
18515,970,501,5,208.79,1043.95
18516,13577,595,1,211.5,1057.5
18517,5678,972,5,254.7,1273.5
18518,67,377,1,44.34,133.02
18519,1481,1161,3,60.98,60.98
18520,6797,95,4,124.44,373.32
18521,3256,872,4,286.93,1434.65
18522,106,251,4,178.1,178.1
18523,14799,1478,4,150.98,452.94
18524,2479,488,3,470.84,1883.36
18525,11353,172,2,80.01,80.01
18526,2260,1213,1,25.28,50.56
18527,14011,1174,5,849.93,3399.72
18528,5960,664,3,141.16,423.48
18529,13422,1330,3,68.62,274.48
18530,14225,1337,3,115.17,230.34
18531,2637,1428,3,14.04,14.04
18532,18182,36,4,17.55,35.1
18533,3135,1288,3,1278.24,5112.96
18534,946,198,3,214.37,428.74
18535,4752,1351,4,77.48,309.92
18536,12692,692,2,268.66,537.32
18537,6436,952,3,230.19,230.19
18538,17544,56,1,2010.17,8040.68
18539,6126,1438,4,147.25,294.5
18540,5576,133,2,319.44,1597.2
18541,13304,35,2,75.49,301.96
18542,16448,224,5,460.09,920.18
18543,15827,1459,2,212.64,212.64
18544,19000,677,4,160.73,642.92
18545,5596,868,4,272.13,544.26
18546,17910,817,1,82.64,330.56
18547,5617,451,3,473.18,946.36
18548,15106,297,2,127.44,382.32
18549,13141,137,1,62.65,250.6
18550,3760,463,2,121.43,121.43
18551,8234,783,5,769.12,1538.24
18552,1855,1098,1,162.6,650.4
18553,1634,500,5,1227.21,6136.05
18554,16858,1348,4,330.58,661.16
18555,17047,1029,5,129.29,517.16
18556,15922,1400,5,1035.55,3106.65
18557,19496,1427,1,250.55,250.55
18558,5770,11,1,323.02,323.02
18559,15788,478,3,176.39,352.78
18560,10719,923,5,38.26,191.3
18561,2210,845,1,43.82,131.46
18562,17041,1462,3,1603.18,6412.72
18563,19961,262,5,44.43,88.86
18564,14842,197,5,78.62,78.62
18565,17885,357,3,136.66,273.32
18566,15548,349,3,68.92,206.76
18567,6524,582,4,405.91,1217.73
18568,15651,656,4,213.18,852.72
18569,2695,1035,3,49.42,98.84
18570,16015,97,2,128.55,642.75
18571,19988,1212,1,509.9,2549.5
18572,16093,906,1,114.34,114.34
18573,8221,137,5,53.62,160.86
18574,5090,960,5,405.26,405.26
18575,5362,759,5,127.29,254.58
18576,8747,777,3,146.03,730.15
18577,1349,690,1,935.38,4676.9
18578,7317,41,1,666.86,2667.44
18579,7638,308,3,125.75,503.0
18580,5055,994,5,422.63,2113.15
18581,15723,52,2,31.04,62.08
18582,15944,538,2,54.53,272.65
18583,7104,778,1,20.29,81.16
18584,9423,213,3,1451.69,1451.69
18585,7522,313,1,146.32,438.96
18586,850,297,3,149.82,149.82
18587,2255,77,1,52.0,156.0
18588,5834,875,3,72.99,218.97
18589,14537,1147,1,579.56,2318.24
18590,5516,988,1,275.28,1101.12
18591,4164,963,2,127.4,254.8
18592,6780,1325,5,178.05,178.05
18593,10736,11,4,236.55,946.2
18594,18824,951,3,1137.71,4550.84
18595,7678,564,4,1067.54,4270.16
18596,8846,742,2,184.46,922.3
18597,11567,1269,4,178.38,891.9
18598,18268,178,4,62.79,188.37
18599,13402,1383,2,316.69,1266.76
18600,2172,937,3,57.7,115.4
18601,4799,1330,5,85.34,85.34
18602,24,1377,4,63.52,127.04
18603,466,271,4,153.23,306.46
18604,19828,198,4,188.05,940.25
18605,16056,549,5,518.69,518.69
18606,4750,1103,4,277.91,1111.64
18607,6382,550,4,171.4,857.0
18608,1747,172,2,70.3,140.6
18609,4373,1034,3,119.15,595.75
18610,3121,1365,4,82.87,82.87
18611,16826,427,5,467.19,1401.57
18612,8691,1442,1,161.59,323.18
18613,19011,1300,2,31.35,125.4
18614,5616,1308,2,142.97,714.85
18615,357,1358,3,90.43,271.29
18616,9209,726,2,76.94,384.7
18617,11473,1094,5,54.68,54.68
18618,5680,1460,2,66.17,264.68
18619,10793,935,1,200.27,200.27
18620,14194,196,5,161.44,484.32
18621,803,148,1,16.05,48.15
18622,4984,1125,3,337.19,337.19
18623,11720,662,2,263.66,790.98
18624,10521,896,3,22.59,22.59
18625,1212,1048,5,155.41,621.64
18626,12512,1227,4,88.66,177.32
18627,5718,877,4,118.94,594.7
18628,5358,411,3,112.89,564.45
18629,12453,749,4,13.56,54.24
18630,836,808,2,117.68,117.68
18631,3581,50,1,543.23,2716.15
18632,16547,530,4,53.58,267.9
18633,17599,136,4,84.5,169.0
18634,16758,778,2,23.04,23.04
18635,5596,74,5,70.32,70.32
18636,8823,1115,3,155.36,621.44
18637,7978,1007,2,222.92,445.84
18638,12550,209,4,24.78,123.9
18639,10193,1383,1,288.75,866.25
18640,4469,1009,4,327.67,1638.35
18641,9588,437,2,51.08,102.16
18642,9207,634,3,484.44,484.44
18643,18463,49,3,35.98,143.92
18644,17477,1480,5,1374.03,1374.03
18645,666,413,5,184.85,184.85
18646,19436,913,2,314.34,1571.7
18647,13979,768,4,1471.52,2943.04
18648,14026,86,4,101.65,508.25
18649,15327,1071,1,202.79,202.79
18650,1646,385,4,631.05,1262.1
18651,1573,1105,3,154.73,464.19
18652,5888,376,4,2293.88,11469.4
18653,6366,1203,2,110.28,330.84
18654,18805,133,1,315.43,1577.15
18655,5794,55,2,194.96,584.88
18656,13208,617,4,169.95,849.75
18657,19140,776,2,174.42,348.84
18658,10541,630,3,183.53,734.12
18659,14184,524,5,866.72,4333.6
18660,18646,625,5,102.02,204.04
18661,18915,29,1,170.99,854.95
18662,8135,361,3,49.39,148.17
18663,3665,392,5,92.35,92.35
18664,16471,1023,5,110.4,220.8
18665,10063,442,4,25.89,77.67
18666,14937,370,1,203.19,812.76
18667,18054,872,4,360.32,1441.28
18668,15176,504,4,357.28,1071.84
18669,7335,306,5,834.14,3336.56
18670,7200,1333,4,142.31,711.55
18671,13564,584,2,1810.26,1810.26
18672,14235,74,4,81.03,405.15
18673,16172,1469,5,505.98,2023.92
18674,18419,655,5,437.38,874.76
18675,5887,332,1,482.28,1446.84
18676,17765,1383,3,314.12,1570.6
18677,2419,703,5,814.66,3258.64
18678,9522,630,3,178.02,178.02
18679,5001,884,5,155.55,311.1
18680,1105,274,2,240.63,481.26
18681,8307,1424,2,135.3,270.6
18682,12407,66,3,118.85,237.7
18683,10843,613,4,89.82,269.46
18684,11881,1259,2,114.83,114.83
18685,6433,918,5,72.0,72.0
18686,4312,241,2,1042.11,1042.11
18687,9186,943,4,1665.08,1665.08
18688,15427,95,2,162.0,324.0
18689,3428,1370,1,87.62,438.1
18690,19073,1397,3,1527.29,7636.45
18691,16322,328,2,154.8,774.0
18692,8097,1012,1,525.07,525.07
18693,18108,1472,4,356.52,1782.6
18694,14278,221,1,111.08,222.16
18695,5795,1376,5,135.17,540.68
18696,3731,649,2,126.1,252.2
18697,18459,1075,1,171.7,171.7
18698,2778,497,5,47.69,238.45
18699,17888,1344,4,164.16,492.48
18700,9687,265,5,68.87,68.87
18701,17125,1299,3,91.19,273.57
18702,7133,825,3,155.03,465.09
18703,5958,1065,5,19.34,19.34
18704,4101,606,4,123.22,123.22
18705,9143,777,4,165.92,829.6
18706,9,525,2,144.68,723.4
18707,634,173,2,95.83,95.83
18708,14658,325,2,266.85,266.85
18709,3353,619,3,81.59,81.59
18710,685,790,1,100.99,403.96
18711,6403,971,4,151.62,303.24
18712,4926,283,2,104.37,208.74
18713,15720,885,5,210.72,842.88
18714,7035,424,4,179.24,896.2
18715,3555,394,1,275.84,827.52
18716,17650,123,1,67.55,67.55
18717,4518,650,3,184.02,736.08
18718,15803,1242,3,68.39,68.39
18719,14478,1081,5,24.45,24.45
18720,17783,105,5,1071.17,1071.17
18721,1516,898,2,55.16,110.32
18722,11927,1198,2,166.8,500.4
18723,9046,939,2,131.92,527.68
18724,10667,140,4,215.93,647.79
18725,17998,888,1,2355.93,7067.79
18726,18079,922,4,137.38,549.52
18727,9612,959,2,190.46,761.84
18728,7114,372,5,793.12,1586.24
18729,16050,1013,4,136.14,680.7
18730,11088,1054,4,220.73,662.19
18731,16441,114,4,275.72,1102.88
18732,7655,1325,4,164.62,164.62
18733,685,1191,1,163.73,491.19
18734,17945,1237,3,400.48,800.96
18735,4726,250,4,18.43,36.86
18736,13299,1193,5,98.44,98.44
18737,1610,772,1,44.36,88.72
18738,3061,1263,2,133.21,532.84
18739,14501,1215,3,320.39,961.17
18740,17091,344,3,148.6,594.4
18741,8012,291,1,135.18,540.72
18742,14360,489,1,105.12,315.36
18743,14495,1366,5,130.01,650.05
18744,1430,463,3,122.47,612.35
18745,933,899,2,17.36,52.08
18746,1753,5,4,175.69,527.07
18747,2969,735,1,859.6,3438.4
18748,2643,26,1,80.56,402.8
18749,6460,500,2,1216.83,1216.83
18750,83,1321,4,220.43,881.72
18751,19609,847,4,94.73,378.92
18752,6397,1064,4,394.32,394.32
18753,11647,321,4,46.61,186.44
18754,12456,608,3,241.79,725.37
18755,16551,1267,3,183.31,549.93
18756,13257,96,1,258.49,1033.96
18757,3920,1296,3,28.6,28.6
18758,5695,116,1,936.44,1872.88
18759,9193,1383,3,289.44,1447.2
18760,11027,473,1,122.39,244.78
18761,13991,573,1,37.4,37.4
18762,12918,1367,5,208.56,625.68
18763,19412,392,5,113.19,339.57
18764,15811,487,1,57.73,288.65
18765,6023,1207,1,123.27,123.27
18766,887,900,5,76.78,153.56
18767,587,590,4,45.82,229.1
18768,1937,543,2,205.63,822.52
18769,18000,172,3,89.77,179.54
18770,14118,1258,1,22.14,66.42
18771,10784,521,5,125.2,250.4
18772,17862,121,4,454.71,1818.84
18773,19325,1229,3,352.43,704.86
18774,5648,1085,1,296.51,593.02
18775,4775,586,4,150.87,754.35
18776,18113,685,2,238.75,716.25
18777,7422,511,1,1935.83,7743.32
18778,17604,991,2,172.12,344.24
18779,16276,204,3,82.52,412.6
18780,12331,1197,1,64.53,258.12
18781,7330,202,1,50.6,101.2
18782,6917,996,5,48.76,146.28
18783,8940,556,5,147.35,589.4
18784,11399,482,2,207.75,415.5
18785,12227,562,5,158.62,793.1
18786,15532,931,3,340.28,1701.4
18787,12635,1416,3,155.03,465.09
18788,10117,1075,5,154.62,618.48
18789,14362,960,5,592.71,2370.84
18790,4248,65,2,216.13,864.52
18791,16980,48,3,893.08,1786.16
18792,12892,266,4,161.34,484.02
18793,1545,1120,2,93.81,375.24
18794,13249,434,1,32.69,65.38
18795,6359,899,5,14.88,74.4
18796,3861,1368,3,170.33,681.32
18797,17342,242,2,13.73,41.19
18798,10885,81,2,195.36,586.08
18799,5402,1193,5,103.04,412.16
18800,2842,1157,2,1631.47,3262.94
18801,9223,935,4,210.33,1051.65
18802,7854,1446,2,100.78,503.9
18803,18510,1389,3,1462.0,1462.0
18804,2613,397,3,277.37,832.11
18805,15471,1211,2,247.97,991.88
18806,8957,652,1,130.11,390.33
18807,4520,774,1,172.66,517.98
18808,16922,687,4,116.23,348.69
18809,12607,439,1,99.92,299.76
18810,11472,245,3,187.82,563.46
18811,7834,76,5,108.25,108.25
18812,5240,1311,1,478.66,478.66
18813,1736,87,1,114.31,457.24
18814,12744,210,4,1870.09,9350.45
18815,8787,710,5,55.02,165.06
18816,12185,74,1,100.41,502.05
18817,17624,1364,2,40.4,80.8
18818,3536,1500,5,13.95,27.9
18819,18013,559,5,220.4,1102.0
18820,16981,226,2,189.17,378.34
18821,13910,601,1,48.97,195.88
18822,12801,794,5,74.76,74.76
18823,18576,102,1,155.47,155.47
18824,6221,724,5,1534.73,6138.92
18825,12737,93,4,80.64,80.64
18826,9688,276,3,101.05,101.05
18827,3909,1372,2,23.75,95.0
18828,16758,1248,1,41.3,165.2
18829,17968,570,1,50.15,100.3
18830,18700,1396,2,1162.51,5812.55
18831,2070,641,3,20.78,62.34
18832,10148,523,3,120.33,601.65
18833,6157,917,3,167.77,167.77
18834,13600,841,3,135.19,675.95
18835,10690,235,1,85.79,343.16
18836,13326,1437,1,34.43,103.29
18837,10283,760,2,208.12,1040.6
18838,2398,1080,3,354.36,708.72
18839,13108,455,1,82.61,82.61
18840,7765,942,1,192.4,962.0
18841,9199,567,2,126.49,632.45
18842,12251,695,1,1152.43,1152.43
18843,9960,1266,5,194.65,583.95
18844,11247,856,2,165.2,495.6
18845,2540,308,2,129.49,388.47
18846,6625,766,4,99.24,198.48
18847,5951,871,2,30.2,151.0
18848,16285,1395,1,153.6,460.8
18849,2082,1385,2,378.08,1890.4
18850,6240,234,1,226.34,1131.7
18851,11865,399,4,145.09,290.18
18852,3135,939,3,133.78,668.9
18853,7844,202,2,57.87,173.61
18854,15864,1414,1,24.96,124.8
18855,7348,1049,5,138.72,277.44
18856,11859,612,2,187.52,750.08
18857,2087,108,1,1011.81,3035.43
18858,4735,407,2,198.07,198.07
18859,15507,434,2,28.86,86.58
18860,19034,1213,1,24.74,74.22
18861,11044,650,4,229.93,689.79
18862,16047,159,5,119.69,359.07
18863,13132,98,1,27.95,83.85
18864,1377,166,1,19.56,78.24
18865,12985,427,2,478.03,478.03
18866,6883,298,5,808.03,1616.06
18867,6589,647,1,354.32,1771.6
18868,17345,362,1,84.91,169.82
18869,2337,790,1,112.75,112.75
18870,19032,1375,5,123.78,371.34
18871,18266,1064,4,439.13,439.13
18872,19834,990,2,182.59,365.18
18873,17584,426,5,191.05,191.05
18874,5260,95,1,126.72,253.44
